,Unnamed: 0,latitude,longitude,timestamp,label,type,location_name,location_types,place_id,geometry,index_right,polygon_name,Description
0,0,37.9093471,-78.3332658,2025-01-27T09:51:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3332658 37.9093471),2.0,Home,
1,1,37.9093471,-78.3332658,2025-01-27T10:01:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3332658 37.9093471),2.0,Home,
2,2,37.9093753,-78.3333614,2025-01-27T09:51:00.000-05:00,Home,visit_start,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333614 37.9093753),2.0,Home,
3,3,37.9093753,-78.3333614,2025-01-27T10:01:00.000-05:00,Home,visit_end,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333614 37.9093753),2.0,Home,
4,4,37.9093753,-78.3333614,2025-01-27T10:01:00.000-05:00,Home,activity_start,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333614 37.9093753),2.0,Home,
5,5,37.9093753,-78.3333614,2025-01-27T12:41:35.000-05:00,Home,activity_end,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333614 37.9093753),2.0,Home,
6,6,37.9044454,-78.334887,2025-01-27T12:11:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.334887 37.9044454),2.0,Home,
7,7,37.9037812,-78.3431914,2025-01-27T12:13:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3431914 37.9037812),2.0,Home,
8,8,37.9549752,-78.3813195,2025-01-27T12:19:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.3813195 37.9549752),3.0,Driving/Commute,
9,9,37.9677778,-78.3865085,2025-01-27T12:20:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.3865085 37.9677778),3.0,Driving/Commute,
10,10,37.9712901,-78.400203,2025-01-27T12:21:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.400203 37.9712901),3.0,Driving/Commute,
11,11,37.9711735,-78.4121256,2025-01-27T12:21:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.4121256 37.9711735),3.0,Driving/Commute,
12,12,38.0079532,-78.4657386,2025-01-27T12:27:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.4657386 38.0079532),3.0,Driving/Commute,
13,13,38.0082523,-78.5083284,2025-01-27T12:32:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.5083284 38.0082523),3.0,Driving/Commute,
14,14,38.0138732,-78.5272934,2025-01-27T12:33:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.5272934 38.0138732),3.0,Driving/Commute,
15,15,38.0238004,-78.5310592,2025-01-27T12:34:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.5310592 38.0238004),3.0,Driving/Commute,
16,16,38.0275511,-78.5115993,2025-01-27T12:38:00.000-05:00,UNKNOWN,timelinePath,"Charlottesville, VA, USA","locality, political",ChIJj6RQ6i2Gs4kR_HSLw5bwhpA,POINT (-78.5115993 38.0275511),,,
17,17,38.0322561,-78.5096989,2025-01-27T12:40:00.000-05:00,Work,timelinePath,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5096989 38.0322561),0.0,Work,
18,18,38.0280939,-78.5155274,2025-01-27T12:42:00.000-05:00,UNKNOWN,timelinePath,"Charlottesville, VA, USA","locality, political",ChIJj6RQ6i2Gs4kR_HSLw5bwhpA,POINT (-78.5155274 38.0280939),,,
19,19,38.0302911,-78.5146624,2025-01-27T12:47:00.000-05:00,UNKNOWN,timelinePath,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5146624 38.0302911),,,
20,20,38.0309094,-78.5110661,2025-01-27T12:51:00.000-05:00,Work,timelinePath,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5110661 38.0309094),0.0,Work,
21,21,38.0309094,-78.5110661,2025-01-27T12:41:35.000-05:00,Work,activity_start,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5110661 38.0309094),0.0,Work,
22,22,38.0309094,-78.5110661,2025-01-27T12:50:46.000-05:00,Work,activity_end,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5110661 38.0309094),0.0,Work,
23,23,38.0316188,-78.5108459,2025-01-27T12:50:46.000-05:00,Work,visit_start,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5108459 38.0316188),0.0,Work,
24,24,38.0316188,-78.5108459,2025-01-27T18:32:06.000-05:00,Work,visit_end,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5108459 38.0316188),0.0,Work,
25,25,38.0317273,-78.5104436,2025-01-27T18:32:00.000-05:00,Work,timelinePath,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5104436 38.0317273),0.0,Work,
26,26,38.0286722,-78.5149399,2025-01-27T18:40:00.000-05:00,UNKNOWN,timelinePath,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5149399 38.0286722),,,
27,27,38.0316056,-78.5110042,2025-01-27T18:42:00.000-05:00,Work,timelinePath,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5110042 38.0316056),0.0,Work,
28,28,38.0357375,-78.5177534,2025-01-27T18:47:00.000-05:00,UNKNOWN,timelinePath,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5177534 38.0357375),,,
29,29,38.0357375,-78.5177534,2025-01-27T18:32:06.000-05:00,IN_PASSENGER_VEHICLE,activity_start,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5177534 38.0357375),,,
30,30,38.0357375,-78.5177534,2025-01-27T18:47:25.000-05:00,IN_PASSENGER_VEHICLE,activity_end,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5177534 38.0357375),,,
31,31,38.0335529,-78.5079772,2025-01-27T18:47:25.000-05:00,Work,visit_start,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5079772 38.0335529),0.0,Work,
32,32,38.0335529,-78.5079772,2025-01-27T20:16:05.000-05:00,Work,visit_end,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5079772 38.0335529),0.0,Work,
33,33,38.0350368,-78.5175651,2025-01-27T18:47:25.000-05:00,Working Out,visit_start,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5175651 38.0350368),1.0,Working Out,
34,34,38.0350368,-78.5175651,2025-01-27T19:55:32.000-05:00,Working Out,visit_end,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5175651 38.0350368),1.0,Working Out,
35,35,38.032978,-78.5044942,2025-01-27T20:03:00.000-05:00,UNKNOWN,timelinePath,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5044942 38.032978),,,
36,36,38.0348291,-78.5173395,2025-01-27T20:13:00.000-05:00,Working Out,timelinePath,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5173395 38.0348291),1.0,Working Out,
37,37,38.0349862,-78.5178444,2025-01-27T20:16:00.000-05:00,Working Out,timelinePath,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5178444 38.0349862),1.0,Working Out,
38,38,38.0314962,-78.5112989,2025-01-27T20:21:00.000-05:00,Work,timelinePath,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5112989 38.0314962),0.0,Work,
39,39,38.0315917,-78.5123774,2025-01-27T20:29:00.000-05:00,Work,timelinePath,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5123774 38.0315917),0.0,Work,
40,40,38.0196479,-78.5385091,2025-01-27T20:34:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.5385091 38.0196479),3.0,Driving/Commute,
41,41,38.0130735,-78.5266445,2025-01-27T20:35:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.5266445 38.0130735),3.0,Driving/Commute,
42,42,38.0043716,-78.4807729,2025-01-27T20:39:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.4807729 38.0043716),3.0,Driving/Commute,
43,43,38.0082005,-78.4599613,2025-01-27T20:41:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.4599613 38.0082005),3.0,Driving/Commute,
44,44,38.0058501,-78.4517939,2025-01-27T20:42:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.4517939 38.0058501),3.0,Driving/Commute,
45,45,37.994586,-78.4498658,2025-01-27T20:43:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.4498658 37.994586),3.0,Driving/Commute,
46,46,37.9709766,-78.3947951,2025-01-27T20:48:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.3947951 37.9709766),3.0,Driving/Commute,
47,47,37.9247322,-78.3584163,2025-01-27T20:53:00.000-05:00,Driving/Commute,timelinePath,,,,POINT (-78.3584163 37.9247322),3.0,Driving/Commute,
48,48,37.9063069,-78.3460248,2025-01-27T20:55:00.000-05:00,Home,timelinePath,,,,POINT (-78.3460248 37.9063069),2.0,Home,
49,49,37.9040177,-78.3412534,2025-01-27T20:56:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3412534 37.9040177),2.0,Home,
50,50,37.904763,-78.3337458,2025-01-27T20:57:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3337458 37.904763),2.0,Home,
51,51,37.9084957,-78.3357109,2025-01-27T20:58:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3357109 37.9084957),2.0,Home,
52,52,37.9090327,-78.333364,2025-01-27T21:00:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.333364 37.9090327),2.0,Home,
53,53,38.0332951,-78.5059744,2025-01-27T20:03:05.000-05:00,Work,visit_start,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5059744 38.0332951),0.0,Work,
54,54,38.0332951,-78.5059744,2025-01-27T20:09:05.000-05:00,Work,visit_end,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5059744 38.0332951),0.0,Work,
55,55,38.0332951,-78.5059744,2025-01-27T20:16:05.000-05:00,Work,activity_start,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5059744 38.0332951),0.0,Work,
56,56,38.0332951,-78.5059744,2025-01-27T20:21:24.000-05:00,Work,activity_end,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5059744 38.0332951),0.0,Work,
57,57,38.0316188,-78.5108459,2025-01-27T20:21:24.000-05:00,Work,visit_start,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5108459 38.0316188),0.0,Work,
58,58,38.0316188,-78.5108459,2025-01-27T20:28:40.000-05:00,Work,visit_end,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5108459 38.0316188),0.0,Work,
59,59,38.0316188,-78.5108459,2025-01-27T20:28:40.000-05:00,Work,activity_start,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5108459 38.0316188),0.0,Work,
60,60,38.0316188,-78.5108459,2025-01-27T20:59:33.000-05:00,Work,activity_end,"University of Virginia, VA, USA","locality, political",ChIJdzcV_VeGs4kRWFCMy1s4jYg,POINT (-78.5108459 38.0316188),0.0,Work,
61,61,37.9093753,-78.3333614,2025-01-27T20:59:33.000-05:00,Home,visit_start,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333614 37.9093753),2.0,Home,
62,62,37.9093753,-78.3333614,2025-01-29T09:34:42.000-05:00,Home,visit_end,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333614 37.9093753),2.0,Home,
63,63,37.9094001,-78.3333715,2025-01-27T21:06:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333715 37.9094001),2.0,Home,
64,64,37.9094068,-78.3333795,2025-01-27T21:17:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333795 37.9094068),2.0,Home,
65,65,37.9094203,-78.3333942,2025-01-27T21:27:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333942 37.9094203),2.0,Home,
66,66,37.9094072,-78.3333806,2025-01-27T21:41:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333806 37.9094072),2.0,Home,
67,67,37.9094072,-78.3333806,2025-01-27T21:51:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333806 37.9094072),2.0,Home,
68,68,37.9094072,-78.3333806,2025-01-27T22:01:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333806 37.9094072),2.0,Home,
69,69,37.9094072,-78.3333806,2025-01-27T22:11:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333806 37.9094072),2.0,Home,
70,70,37.9094072,-78.3333806,2025-01-27T22:21:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333806 37.9094072),2.0,Home,
71,71,37.9092085,-78.3334851,2025-01-27T22:23:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3334851 37.9092085),2.0,Home,
72,72,37.9093822,-78.3333423,2025-01-27T22:41:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333423 37.9093822),2.0,Home,
73,73,37.9093822,-78.3333423,2025-01-27T22:51:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333423 37.9093822),2.0,Home,
74,74,37.9093822,-78.3333423,2025-01-27T23:01:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333423 37.9093822),2.0,Home,
75,75,37.9093801,-78.3333345,2025-01-27T23:12:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333345 37.9093801),2.0,Home,
76,76,37.9093801,-78.3333345,2025-01-27T23:22:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333345 37.9093801),2.0,Home,
77,77,37.9093801,-78.3333345,2025-01-27T23:32:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333345 37.9093801),2.0,Home,
78,78,37.9093801,-78.3333345,2025-01-27T23:42:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333345 37.9093801),2.0,Home,
79,79,37.9093801,-78.3333345,2025-01-27T23:52:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333345 37.9093801),2.0,Home,
80,80,37.9093801,-78.3333345,2025-01-28T00:02:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333345 37.9093801),2.0,Home,
81,81,37.9093084,-78.3332902,2025-01-28T00:18:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3332902 37.9093084),2.0,Home,
82,82,37.9093084,-78.3332902,2025-01-28T00:28:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3332902 37.9093084),2.0,Home,
83,83,37.9093084,-78.3332902,2025-01-28T00:38:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3332902 37.9093084),2.0,Home,
84,84,37.9093084,-78.3332902,2025-01-28T00:48:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3332902 37.9093084),2.0,Home,
85,85,37.9093084,-78.3332902,2025-01-28T00:58:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3332902 37.9093084),2.0,Home,
86,86,37.9093084,-78.3332902,2025-01-28T01:08:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3332902 37.9093084),2.0,Home,
87,87,37.9093848,-78.3333275,2025-01-28T01:15:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333275 37.9093848),2.0,Home,
88,88,37.9093839,-78.3333148,2025-01-28T01:29:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
89,89,37.9093839,-78.3333148,2025-01-28T01:39:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
90,90,37.9093839,-78.3333148,2025-01-28T01:49:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
91,91,37.9093839,-78.3333148,2025-01-28T01:59:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
92,92,37.9093839,-78.3333148,2025-01-28T02:09:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
93,93,37.9093839,-78.3333148,2025-01-28T02:19:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
94,94,37.9093839,-78.3333148,2025-01-28T02:29:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
95,95,37.9093839,-78.3333148,2025-01-28T02:39:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
96,96,37.9093839,-78.3333148,2025-01-28T02:49:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
97,97,37.9093839,-78.3333148,2025-01-28T02:59:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
98,98,37.9093839,-78.3333148,2025-01-28T03:09:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
99,99,37.9093839,-78.3333148,2025-01-28T03:19:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
100,100,37.9093839,-78.3333148,2025-01-28T03:29:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
101,101,37.9093839,-78.3333148,2025-01-28T03:39:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
102,102,37.9093839,-78.3333148,2025-01-28T03:49:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
103,103,37.9093839,-78.3333148,2025-01-28T03:59:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
104,104,37.9093839,-78.3333148,2025-01-28T04:09:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
105,105,37.9093839,-78.3333148,2025-01-28T04:19:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
106,106,37.9093839,-78.3333148,2025-01-28T04:29:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
107,107,37.9093839,-78.3333148,2025-01-28T04:39:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
108,108,37.9093839,-78.3333148,2025-01-28T04:49:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
109,109,37.9093839,-78.3333148,2025-01-28T04:59:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
110,110,37.9093839,-78.3333148,2025-01-28T05:09:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
111,111,37.9093839,-78.3333148,2025-01-28T05:19:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
112,112,37.9093839,-78.3333148,2025-01-28T05:29:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333148 37.9093839),2.0,Home,
113,113,37.9094174,-78.33336,2025-01-28T05:37:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.33336 37.9094174),2.0,Home,
114,114,37.9094228,-78.3333847,2025-01-28T05:51:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333847 37.9094228),2.0,Home,
115,115,37.9094228,-78.3333847,2025-01-28T06:01:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333847 37.9094228),2.0,Home,
116,116,37.9094228,-78.3333847,2025-01-28T06:11:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333847 37.9094228),2.0,Home,
117,117,37.9094411,-78.3334227,2025-01-28T06:21:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3334227 37.9094411),2.0,Home,
118,118,37.9094054,-78.3334023,2025-01-28T06:27:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3334023 37.9094054),2.0,Home,
119,119,37.9093953,-78.3333491,2025-01-28T06:37:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333491 37.9093953),2.0,Home,
120,120,37.9093805,-78.3333364,2025-01-28T06:49:00.000-05:00,Home,timelinePath,"Lake Monticello, VA 22963, USA","locality, political",ChIJDb4p9W2Ns4kRXpzD4FEHVgc,POINT (-78.3333364 37.9093805),2.0,Home,
